"Date","winner","loser"
"Results for September 23rd 2016","dream[S]cape","MVP.karnal"
"Results for September 23rd 2016","MVP Project","Invictus"
"Results for September 23rd 2016","OpTic","Selfless"
"Results for September 23rd 2016","Immortals","SK"
"Results for September 23rd 2016","Immortals","SK"
"Results for September 23rd 2016","Dignitas","Selfless"
"Results for September 23rd 2016","dd","paiN"
"Results for September 22nd 2016","FlipSid3","PENTA"
"Results for September 22nd 2016","GODSENT","Preparation"
"Results for September 22nd 2016","Astralis","NewStyle"
"Results for September 22nd 2016","HellRaisers","Gambit"
"Results for September 22nd 2016","Virtus.pro","Refuse"
"Results for September 22nd 2016","Dignitas","Wizards"
"Results for September 22nd 2016","PENTA","FlipSid3"
"Results for September 22nd 2016","Red Instinct RS","WinFiction"
"Results for September 22nd 2016","FlipSid3","Preparation"
"Results for September 22nd 2016","Natus Vincere","Virtus.pro"
"Results for September 22nd 2016","NewStyle","midlertidig"
"Results for September 22nd 2016","Kinguin","PRIDE"
"Results for September 22nd 2016","Wizards","Alpha"
"Results for September 22nd 2016","Astralis","Tricked"
"Results for September 22nd 2016","Dignitas","Magistra"
"Results for September 22nd 2016","rUNITED","Comanche"
"Results for September 22nd 2016","Virtus.pro","Natus Vincere"
"Results for September 22nd 2016","Enso","Comanche"
"Results for September 22nd 2016","fnatic Academy","eSuba"
"Results for September 22nd 2016","5FRAGS","Enso"
"Results for September 22nd 2016","Kazakhstan","France"
"Results for September 22nd 2016","MiTH","GOGOMYTEAM"
"Results for September 22nd 2016","GEX","Game4Glory"
"Results for September 22nd 2016","VG.CyberZen","Rebellion"
"Results for September 22nd 2016","nxl","Rascal Jester"
"Results for September 22nd 2016","Renegades","EHOME"
"Results for September 22nd 2016","Game4Glory","Elusive"
"Results for September 22nd 2016","AllGamers","Invictus"
"Results for September 22nd 2016","New4","MVP Project"
"Results for September 22nd 2016","GEX","Intex"
"Results for September 22nd 2016","TheMongolz","MVP.karnal"
"Results for September 22nd 2016","Risky","dream[S]cape"
"Results for September 22nd 2016","SK","Echo Fox"
"Results for September 22nd 2016","Selfless","Complexity"
"Results for September 22nd 2016","Complexity","Selfless"
"Results for September 22nd 2016","SK","Echo Fox"
"Results for September 22nd 2016","CLG","Liquid"
"Results for September 22nd 2016","OpTic","Echo Fox"
"Results for September 22nd 2016","Immortals","FakeOutNation"
"Results for September 22nd 2016","Liquid","CLG"
"Results for September 22nd 2016","OpTic","Echo Fox"
"Results for September 22nd 2016","SK","FakeOutNation"
"Results for September 22nd 2016","Dignitas","Astralis"
"Results for September 21st 2016","Virtus.pro","HellRaisers"
"Results for September 21st 2016","Heroic","G2"
"Results for September 21st 2016","LGR","MK"
"Results for September 21st 2016","TEAM1231","iNation"
"Results for September 21st 2016","HellRaisers","Virtus.pro"
"Results for September 21st 2016","G2","Heroic"
"Results for September 21st 2016","5FRAGS","passions"
"Results for September 21st 2016","Natus Vincere","GODSENT"
"Results for September 21st 2016","Preparation","Comanche"
"Results for September 21st 2016","Red Instinct RS","PENTA"
"Results for September 21st 2016","Envy","Comanche"
"Results for September 21st 2016","Tricked","XPC"
"Results for September 21st 2016","5FRAGS","Epsilon"
"Results for September 21st 2016","Natus Vincere","Heroic"
"Results for September 21st 2016","WinFiction","FlipSid3"
"Results for September 21st 2016","iNation","passions"
"Results for September 21st 2016","TEAM1231","rUNITED"
"Results for September 21st 2016","Envy","PENTA"
"Results for September 21st 2016","rUNITED","VenatoreS"
"Results for September 21st 2016","eSuba","Overpowered"
"Results for September 21st 2016","Refuse","NET1"
"Results for September 21st 2016","GODSENT","FlipSid3"
"Results for September 21st 2016","Kinguin","Enso"
"Results for September 21st 2016","fnatic Academy","GODSENT Academy"
"Results for September 21st 2016","Denmark","Gambit"
"Results for September 21st 2016","Exile5","Preparation"
"Results for September 21st 2016","AVANT","Distinct5"
"Results for September 21st 2016","onestop","Epsilon"
"Results for September 21st 2016","Chiefs","pincsyt.plus"
"Results for September 21st 2016","Cloud9","k1ck"
"Results for September 21st 2016","SK","France"
"Results for September 21st 2016","Echo Fox","AVANT"
"Results for September 21st 2016","SK","Exile5"
"Results for September 21st 2016","NRG","Chiefs"
"Results for September 21st 2016","Cloud9","onestop"
"Results for September 21st 2016","NRG","Echo Fox"
"Results for September 21st 2016","Cloud9","CLG"
"Results for September 21st 2016","Dignitas","Cloud9"
"Results for September 21st 2016","Dignitas","CLG"
"Results for September 21st 2016","Virtus.pro","Liquid"
"Results for September 21st 2016","Heroic","Splyce"
"Results for September 21st 2016","LGR","Liquid"
"Results for September 21st 2016","TEAM1231","Splyce"
"Results for September 21st 2016","HellRaisers","Immortals"
"Results for September 21st 2016","G2","paiN"
"Results for September 21st 2016","5FRAGS","mousesports"
"Results for September 21st 2016","Natus Vincere","HellRaisers"
